email,recommended_projects
elizabeth.bradley@example.com,"['PLCS1000', 'PLCS0472', 'PLCS0477', 'PLCS0481', 'PLCS0485', 'PLCS0491', 'PLCS0496', 'PLCS0497', 'PLCS0499', 'PLCS0999']"
melissa.miranda@example.com,"['PLCS1000', 'PLCS0553', 'PLCS0559', 'PLCS0560', 'PLCS0120', 'PLCS0563', 'PLCS0564', 'PLCS0119', 'PLCS0568', 'PLCS0569']"
nicholas.baker@example.com,"['PLCS1000', 'PLCS0717', 'PLCS0191', 'PLCS0762', 'PLCS0761', 'PLCS0197', 'PLCS0198', 'PLCS0751', 'PLCS0745', 'PLCS0743']"
christina.vargas@example.com,"['PLCS0001', 'PLCS0734', 'PLCS0322', 'PLCS0318', 'PLCS0741', 'PLCS0742', 'PLCS0743', 'PLCS0317', 'PLCS0310', 'PLCS0309']"
mary.schmidt@example.com,"['PLCS0628', 'PLCS0733', 'PLCS0097', 'PLCS0529', 'PLCS0933', 'PLCS0173', 'PLCS0244', 'PLCS0868', 'PLCS0084', 'PLCS0867']"
robert.combs@example.com,"['PLCS1000', 'PLCS0720', 'PLCS0400', 'PLCS0106', 'PLCS0396', 'PLCS0491', 'PLCS0745', 'PLCS0999', 'PLCS0043', 'PLCS0040']"
william.davis@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
latoya.smith@example.com,"['PLCS1000', 'PLCS0872', 'PLCS0156', 'PLCS0147', 'PLCS0762', 'PLCS0288', 'PLCS0509', 'PLCS0294', 'PLCS0119', 'PLCS0117']"
mariah.wall@example.com,"['PLCS1000', 'PLCS0662', 'PLCS0179', 'PLCS0644', 'PLCS0645', 'PLCS0647', 'PLCS0649', 'PLCS0653', 'PLCS0659', 'PLCS0660']"
rebecca.smith@example.com,"['PLCS0001', 'PLCS0842', 'PLCS0526', 'PLCS0239', 'PLCS0525', 'PLCS0242', 'PLCS0867', 'PLCS0521', 'PLCS0864', 'PLCS0860']"
michelle.fisher@example.com,"['PLCS0001', 'PLCS0690', 'PLCS0259', 'PLCS0258', 'PLCS0257', 'PLCS0653', 'PLCS0654', 'PLCS0657', 'PLCS0254', 'PLCS0659']"
wendy.frost@example.com,"['PLCS0001', 'PLCS0327', 'PLCS0447', 'PLCS0867', 'PLCS0424', 'PLCS0423', 'PLCS0417', 'PLCS0407', 'PLCS0403', 'PLCS0401']"
audrey.wheeler@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
bobby.khan@example.com,"['PLCS1000', 'PLCS0848', 'PLCS0358', 'PLCS0118', 'PLCS0603', 'PLCS0431', 'PLCS0428', 'PLCS0427', 'PLCS0038', 'PLCS0851']"
shelly.williams@example.com,"['PLCS1000', 'PLCS0472', 'PLCS0477', 'PLCS0481', 'PLCS0485', 'PLCS0491', 'PLCS0496', 'PLCS0497', 'PLCS0499', 'PLCS0999']"
pamela.hunt@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
julie.flores@example.com,"['PLCS1000', 'PLCS0662', 'PLCS0179', 'PLCS0644', 'PLCS0645', 'PLCS0647', 'PLCS0649', 'PLCS0653', 'PLCS0659', 'PLCS0660']"
matthew.alvarez@example.com,"['PLCS0001', 'PLCS0808', 'PLCS0823', 'PLCS0822', 'PLCS0236', 'PLCS0237', 'PLCS0468', 'PLCS0242', 'PLCS0817', 'PLCS0466']"
lisa.mcdonald@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
angie.reed@example.com,"['PLCS1000', 'PLCS0368', 'PLCS0314', 'PLCS0837', 'PLCS0836', 'PLCS0318', 'PLCS0657', 'PLCS0341', 'PLCS0823', 'PLCS0357']"
stephen.ramirez@example.com,"['PLCS0662', 'PLCS0144', 'PLCS0325', 'PLCS0596', 'PLCS0237', 'PLCS0877', 'PLCS0780', 'PLCS0275', 'PLCS0783', 'PLCS0491']"
lawrence.caldwell@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
stephen.horn@example.com,"['PLCS1000', 'PLCS0768', 'PLCS0758', 'PLCS0511', 'PLCS0509', 'PLCS0762', 'PLCS0120', 'PLCS0259', 'PLCS0765', 'PLCS0119']"
elizabeth.barton@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
matthew.pierce@example.com,"['PLCS1000', 'PLCS0822', 'PLCS0842', 'PLCS0305', 'PLCS0313', 'PLCS0837', 'PLCS0314', 'PLCS0317', 'PLCS0332', 'PLCS0333']"
sarah.mitchell@example.com,"['PLCS1000', 'PLCS0468', 'PLCS0495', 'PLCS0493', 'PLCS0489', 'PLCS0488', 'PLCS0477', 'PLCS0473', 'PLCS0467', 'PLCS0498']"
david.burke@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
courtney.rodriguez@example.com,"['PLCS1000', 'PLCS0468', 'PLCS0495', 'PLCS0493', 'PLCS0489', 'PLCS0488', 'PLCS0477', 'PLCS0473', 'PLCS0467', 'PLCS0498']"
karen.ashley@example.com,"['PLCS0001', 'PLCS0690', 'PLCS0259', 'PLCS0258', 'PLCS0257', 'PLCS0653', 'PLCS0654', 'PLCS0657', 'PLCS0254', 'PLCS0659']"
ryan.wang@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
tony.phillips@example.com,"['PLCS0001', 'PLCS0808', 'PLCS0823', 'PLCS0822', 'PLCS0236', 'PLCS0237', 'PLCS0468', 'PLCS0242', 'PLCS0817', 'PLCS0466']"
sheri.ramos@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
brooke.garcia@example.com,"['PLCS0895', 'PLCS0783', 'PLCS0942', 'PLCS0556', 'PLCS0531', 'PLCS0351', 'PLCS0057', 'PLCS0758', 'PLCS0559', 'PLCS0144']"
joel.patterson@example.com,"['PLCS1000', 'PLCS0472', 'PLCS0477', 'PLCS0481', 'PLCS0485', 'PLCS0491', 'PLCS0496', 'PLCS0497', 'PLCS0499', 'PLCS0999']"
mary.acevedo@example.com,"['PLCS1000', 'PLCS0066', 'PLCS0720', 'PLCS0717', 'PLCS0701', 'PLCS0696', 'PLCS0085', 'PLCS0675', 'PLCS0098', 'PLCS0662']"
keith.morgan@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
daniel.wilson@example.com,"['PLCS0676', 'PLCS0463', 'PLCS0523', 'PLCS0522', 'PLCS0783', 'PLCS0267', 'PLCS0118', 'PLCS0270', 'PLCS0117', 'PLCS0789']"
matthew.vasquez@example.com,"['PLCS1000', 'PLCS0284', 'PLCS0452', 'PLCS0445', 'PLCS0864', 'PLCS0868', 'PLCS0396', 'PLCS0874', 'PLCS0382', 'PLCS0380']"
kimberly.chen@example.com,"['PLCS0001', 'PLCS0760', 'PLCS0310', 'PLCS0309', 'PLCS0750', 'PLCS0751', 'PLCS0304', 'PLCS0757', 'PLCS0758', 'PLCS0291']"
larry.rodriguez@example.com,"['PLCS0628', 'PLCS0816', 'PLCS0468', 'PLCS0088', 'PLCS0471', 'PLCS0472', 'PLCS0826', 'PLCS0166', 'PLCS0824', 'PLCS0823']"
pamela.allen@example.com,"['PLCS0743', 'PLCS0893', 'PLCS0181', 'PLCS0496', 'PLCS0887', 'PLCS0427', 'PLCS0495', 'PLCS0098', 'PLCS0882', 'PLCS0521']"
travis.nelson@example.com,"['PLCS0676', 'PLCS0463', 'PLCS0523', 'PLCS0522', 'PLCS0783', 'PLCS0267', 'PLCS0118', 'PLCS0270', 'PLCS0117', 'PLCS0789']"
antonio.barnes@example.com,"['PLCS0001', 'PLCS0690', 'PLCS0259', 'PLCS0258', 'PLCS0257', 'PLCS0653', 'PLCS0654', 'PLCS0657', 'PLCS0254', 'PLCS0659']"
jacqueline.foley@example.com,"['PLCS0902', 'PLCS0957', 'PLCS0660', 'PLCS0859', 'PLCS0485', 'PLCS0927', 'PLCS0675', 'PLCS0856', 'PLCS0481', 'PLCS0134']"
mary.newman@example.com,"['PLCS1000', 'PLCS0543', 'PLCS0508', 'PLCS0509', 'PLCS0512', 'PLCS0521', 'PLCS0525', 'PLCS0526', 'PLCS0527', 'PLCS0529']"
vicki.hogan@example.com,"['PLCS0001', 'PLCS0271', 'PLCS0280', 'PLCS0668', 'PLCS0278', 'PLCS0671', 'PLCS0277', 'PLCS0274', 'PLCS0273', 'PLCS0675']"
amanda.foster@example.com,"['PLCS0902', 'PLCS0957', 'PLCS0660', 'PLCS0859', 'PLCS0485', 'PLCS0927', 'PLCS0675', 'PLCS0856', 'PLCS0481', 'PLCS0134']"
michelle.franklin@example.com,"['PLCS1000', 'PLCS0848', 'PLCS0358', 'PLCS0118', 'PLCS0603', 'PLCS0431', 'PLCS0428', 'PLCS0427', 'PLCS0038', 'PLCS0851']"
elizabeth.jones@example.com,"['PLCS0001', 'PLCS0271', 'PLCS0280', 'PLCS0668', 'PLCS0278', 'PLCS0671', 'PLCS0277', 'PLCS0274', 'PLCS0273', 'PLCS0675']"
becky.jacobs@example.com,"['PLCS0885', 'PLCS0951', 'PLCS0186', 'PLCS0660', 'PLCS0758', 'PLCS0531', 'PLCS0190', 'PLCS0563', 'PLCS0213', 'PLCS0463']"
paul.figueroa@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
diana.hester@example.com,"['PLCS1000', 'PLCS0848', 'PLCS0358', 'PLCS0118', 'PLCS0603', 'PLCS0431', 'PLCS0428', 'PLCS0427', 'PLCS0038', 'PLCS0851']"
jason.knight@example.com,"['PLCS0001', 'PLCS0464', 'PLCS0218', 'PLCS0222', 'PLCS0473', 'PLCS0864', 'PLCS0233', 'PLCS0860', 'PLCS0239', 'PLCS0721']"
victoria.steele@example.com,"['PLCS1000', 'PLCS0472', 'PLCS0477', 'PLCS0481', 'PLCS0485', 'PLCS0491', 'PLCS0496', 'PLCS0497', 'PLCS0499', 'PLCS0999']"
joan.fernandez@example.com,"['PLCS0563', 'PLCS0351', 'PLCS0173', 'PLCS0161', 'PLCS0876', 'PLCS0359', 'PLCS0150', 'PLCS0885', 'PLCS0708', 'PLCS0137']"
elizabeth.morales@example.com,"['PLCS0001', 'PLCS0808', 'PLCS0839', 'PLCS0313', 'PLCS0837', 'PLCS0315', 'PLCS0833', 'PLCS0322', 'PLCS0328', 'PLCS0816']"
daniel.robinson@example.com,"['PLCS1000', 'PLCS0716', 'PLCS0191', 'PLCS0762', 'PLCS0757', 'PLCS0197', 'PLCS0752', 'PLCS0201', 'PLCS0745', 'PLCS0203']"
angela.woods@example.com,"['PLCS0653', 'PLCS0765', 'PLCS0618', 'PLCS0757', 'PLCS0576', 'PLCS0120', 'PLCS0574', 'PLCS0896', 'PLCS0281', 'PLCS0282']"
ross.nguyen@example.com,"['PLCS1000', 'PLCS0872', 'PLCS0156', 'PLCS0147', 'PLCS0762', 'PLCS0288', 'PLCS0509', 'PLCS0294', 'PLCS0119', 'PLCS0117']"
angela.christensen@example.com,"['PLCS1000', 'PLCS0503', 'PLCS0520', 'PLCS0518', 'PLCS0514', 'PLCS0512', 'PLCS0509', 'PLCS0508', 'PLCS0999', 'PLCS0471']"
brianna.griffin@example.com,"['PLCS1000', 'PLCS0318', 'PLCS0333', 'PLCS0332', 'PLCS0745', 'PLCS0327', 'PLCS0325', 'PLCS0755', 'PLCS0756', 'PLCS0317']"
todd.dudley@example.com,"['PLCS0662', 'PLCS0281', 'PLCS0760', 'PLCS0761', 'PLCS0282', 'PLCS0088', 'PLCS0185', 'PLCS0184', 'PLCS0370', 'PLCS0545']"
billy.martinez@example.com,"['PLCS0001', 'PLCS0508', 'PLCS0198', 'PLCS0626', 'PLCS0801', 'PLCS0187', 'PLCS0181', 'PLCS0180', 'PLCS0937', 'PLCS0178']"
deanna.sandoval@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
clayton.turner@example.com,"['PLCS1000', 'PLCS0662', 'PLCS0282', 'PLCS0281', 'PLCS0278', 'PLCS0277', 'PLCS0275', 'PLCS0274', 'PLCS0272', 'PLCS0271']"
marc.pham@example.com,"['PLCS1000', 'PLCS0503', 'PLCS0520', 'PLCS0518', 'PLCS0514', 'PLCS0512', 'PLCS0509', 'PLCS0508', 'PLCS0999', 'PLCS0471']"
scott.garcia@example.com,"['PLCS0628', 'PLCS0733', 'PLCS0097', 'PLCS0529', 'PLCS0933', 'PLCS0173', 'PLCS0244', 'PLCS0868', 'PLCS0084', 'PLCS0867']"
pamela.carlson@example.com,"['PLCS1000', 'PLCS0756', 'PLCS0761', 'PLCS0291', 'PLCS0289', 'PLCS0284', 'PLCS0282', 'PLCS0771', 'PLCS0281', 'PLCS0773']"
amanda.wagner@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
william.turner@example.com,"['PLCS0804', 'PLCS0771', 'PLCS0760', 'PLCS0761', 'PLCS0763', 'PLCS0485', 'PLCS0765', 'PLCS0768', 'PLCS0481', 'PLCS0773']"
sarah.lee@example.com,"['PLCS0220', 'PLCS0624', 'PLCS0219', 'PLCS0940', 'PLCS0139', 'PLCS0641', 'PLCS0084', 'PLCS0305', 'PLCS0303', 'PLCS0302']"
stacey.howell@example.com,"['PLCS1000', 'PLCS0318', 'PLCS0333', 'PLCS0332', 'PLCS0745', 'PLCS0327', 'PLCS0325', 'PLCS0755', 'PLCS0756', 'PLCS0317']"
belinda.smith@example.com,"['PLCS1000', 'PLCS0503', 'PLCS0520', 'PLCS0518', 'PLCS0514', 'PLCS0512', 'PLCS0509', 'PLCS0508', 'PLCS0999', 'PLCS0471']"
michael.taylor@example.com,"['PLCS0289', 'PLCS0642', 'PLCS0641', 'PLCS0685', 'PLCS0449', 'PLCS0739', 'PLCS0948', 'PLCS0868', 'PLCS0950', 'PLCS0632']"
leslie.williams@example.com,"['PLCS1000', 'PLCS0318', 'PLCS0333', 'PLCS0332', 'PLCS0745', 'PLCS0327', 'PLCS0325', 'PLCS0755', 'PLCS0756', 'PLCS0317']"
brian.short@example.com,"['PLCS1000', 'PLCS0543', 'PLCS0508', 'PLCS0509', 'PLCS0512', 'PLCS0521', 'PLCS0525', 'PLCS0526', 'PLCS0527', 'PLCS0529']"
alyssa.nichols@example.com,"['PLCS0885', 'PLCS0951', 'PLCS0186', 'PLCS0660', 'PLCS0758', 'PLCS0531', 'PLCS0190', 'PLCS0563', 'PLCS0213', 'PLCS0463']"
david.hernandez@example.com,"['PLCS1000', 'PLCS0527', 'PLCS0535', 'PLCS0541', 'PLCS0542', 'PLCS0545', 'PLCS0553', 'PLCS0561', 'PLCS0564', 'PLCS0569']"
paul.mccann@example.com,"['PLCS1000', 'PLCS0503', 'PLCS0520', 'PLCS0518', 'PLCS0514', 'PLCS0512', 'PLCS0509', 'PLCS0508', 'PLCS0999', 'PLCS0471']"
maurice.perez@example.com,"['PLCS1000', 'PLCS0318', 'PLCS0333', 'PLCS0332', 'PLCS0745', 'PLCS0327', 'PLCS0325', 'PLCS0755', 'PLCS0756', 'PLCS0317']"
michael.tucker@example.com,"['PLCS1000', 'PLCS0822', 'PLCS0842', 'PLCS0305', 'PLCS0313', 'PLCS0837', 'PLCS0314', 'PLCS0317', 'PLCS0332', 'PLCS0333']"
sarah.conner@example.com,"['PLCS1000', 'PLCS0284', 'PLCS0452', 'PLCS0445', 'PLCS0864', 'PLCS0868', 'PLCS0396', 'PLCS0874', 'PLCS0382', 'PLCS0380']"
nathan.kelley@example.com,"['PLCS0001', 'PLCS0808', 'PLCS0823', 'PLCS0822', 'PLCS0236', 'PLCS0237', 'PLCS0468', 'PLCS0242', 'PLCS0817', 'PLCS0466']"
tyler.hanna@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
courtney.wilson@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
matthew.warner@example.com,"['PLCS0625', 'PLCS0645', 'PLCS0920', 'PLCS0181', 'PLCS0926', 'PLCS0317', 'PLCS0743', 'PLCS0931', 'PLCS0634', 'PLCS0844']"
amy.sexton@example.com,"['PLCS1000', 'PLCS0720', 'PLCS0400', 'PLCS0106', 'PLCS0396', 'PLCS0491', 'PLCS0745', 'PLCS0999', 'PLCS0043', 'PLCS0040']"
joshua.ryan@example.com,"['PLCS0001', 'PLCS0690', 'PLCS0259', 'PLCS0258', 'PLCS0257', 'PLCS0653', 'PLCS0654', 'PLCS0657', 'PLCS0254', 'PLCS0659']"
debbie.walker@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
sarah.davis@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
emily.stanley@example.com,"['PLCS0350', 'PLCS0588', 'PLCS0574', 'PLCS0849', 'PLCS0848', 'PLCS0120', 'PLCS0846', 'PLCS0576', 'PLCS0841', 'PLCS0839']"
andrew.dawson@example.com,"['PLCS0001', 'PLCS0271', 'PLCS0280', 'PLCS0668', 'PLCS0278', 'PLCS0671', 'PLCS0277', 'PLCS0274', 'PLCS0273', 'PLCS0675']"
kerri.oliver@example.com,"['PLCS0332', 'PLCS0477', 'PLCS0763', 'PLCS0115', 'PLCS0261', 'PLCS0481', 'PLCS0263', 'PLCS0771', 'PLCS0773', 'PLCS0109']"
monica.miller@example.com,"['PLCS0001', 'PLCS0332', 'PLCS0841', 'PLCS0284', 'PLCS0288', 'PLCS0834', 'PLCS0306', 'PLCS0309', 'PLCS0826', 'PLCS0824']"
brittany.williamson@example.com,"['PLCS1000', 'PLCS0508', 'PLCS0511', 'PLCS0513', 'PLCS0526', 'PLCS0527', 'PLCS0533', 'PLCS0536', 'PLCS0541', 'PLCS0547']"
donald.murphy@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
melissa.hansen@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
willie.bell@example.com,"['PLCS1000', 'PLCS0553', 'PLCS0559', 'PLCS0560', 'PLCS0120', 'PLCS0563', 'PLCS0564', 'PLCS0119', 'PLCS0568', 'PLCS0569']"
nichole.edwards@example.com,"['PLCS0804', 'PLCS0771', 'PLCS0760', 'PLCS0761', 'PLCS0763', 'PLCS0485', 'PLCS0765', 'PLCS0768', 'PLCS0481', 'PLCS0773']"
kelsey.olson@example.com,"['PLCS0572', 'PLCS0423', 'PLCS0713', 'PLCS0389', 'PLCS0394', 'PLCS0401', 'PLCS0403', 'PLCS0138', 'PLCS0702', 'PLCS0135']"
jamie.smith@example.com,"['PLCS0625', 'PLCS0645', 'PLCS0920', 'PLCS0181', 'PLCS0926', 'PLCS0317', 'PLCS0743', 'PLCS0931', 'PLCS0634', 'PLCS0844']"
paul.hebert@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
terri.lopez@example.com,"['PLCS1000', 'PLCS0553', 'PLCS0559', 'PLCS0560', 'PLCS0120', 'PLCS0563', 'PLCS0564', 'PLCS0119', 'PLCS0568', 'PLCS0569']"
cole.ball@example.com,"['PLCS1000', 'PLCS0717', 'PLCS0191', 'PLCS0762', 'PLCS0761', 'PLCS0197', 'PLCS0198', 'PLCS0751', 'PLCS0745', 'PLCS0743']"
kevin.oneill@example.com,"['PLCS0001', 'PLCS0304', 'PLCS0734', 'PLCS0739', 'PLCS0741', 'PLCS0335', 'PLCS0328', 'PLCS0327', 'PLCS0752', 'PLCS0322']"
thomas.williams@example.com,"['PLCS0001', 'PLCS0868', 'PLCS0257', 'PLCS0260', 'PLCS0743', 'PLCS0266', 'PLCS0267', 'PLCS0270', 'PLCS0278', 'PLCS0280']"
sara.vega@example.com,"['PLCS0121', 'PLCS0289', 'PLCS0095', 'PLCS0575', 'PLCS0099', 'PLCS0659', 'PLCS0777', 'PLCS0877', 'PLCS0876', 'PLCS0359']"
linda.fischer@example.com,"['PLCS1000', 'PLCS0509', 'PLCS0518', 'PLCS0755', 'PLCS0135', 'PLCS0761', 'PLCS0762', 'PLCS0763', 'PLCS0253', 'PLCS0768']"
beth.hinton@example.com,"['PLCS0653', 'PLCS0765', 'PLCS0618', 'PLCS0757', 'PLCS0576', 'PLCS0120', 'PLCS0574', 'PLCS0896', 'PLCS0281', 'PLCS0282']"
peter.miranda@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
natasha.parks@example.com,"['PLCS0001', 'PLCS0310', 'PLCS0834', 'PLCS0833', 'PLCS0315', 'PLCS0318', 'PLCS0654', 'PLCS0322', 'PLCS0327', 'PLCS0328']"
michael.frey@example.com,"['PLCS1000', 'PLCS0553', 'PLCS0559', 'PLCS0560', 'PLCS0120', 'PLCS0563', 'PLCS0564', 'PLCS0119', 'PLCS0568', 'PLCS0569']"
daniel.johnson@example.com,"['PLCS0001', 'PLCS0690', 'PLCS0259', 'PLCS0258', 'PLCS0257', 'PLCS0653', 'PLCS0654', 'PLCS0657', 'PLCS0254', 'PLCS0659']"
mark.alvarado@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
bryan.hinton@example.com,"['PLCS0902', 'PLCS0957', 'PLCS0660', 'PLCS0859', 'PLCS0485', 'PLCS0927', 'PLCS0675', 'PLCS0856', 'PLCS0481', 'PLCS0134']"
allison.rodriguez@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
christopher.berry@example.com,"['PLCS1000', 'PLCS0755', 'PLCS0218', 'PLCS0745', 'PLCS0221', 'PLCS0226', 'PLCS0227', 'PLCS0733', 'PLCS0230', 'PLCS0729']"
david.jenkins@example.com,"['PLCS0743', 'PLCS0893', 'PLCS0181', 'PLCS0496', 'PLCS0887', 'PLCS0427', 'PLCS0495', 'PLCS0098', 'PLCS0882', 'PLCS0521']"
ryan.colon@example.com,"['PLCS1000', 'PLCS0472', 'PLCS0477', 'PLCS0481', 'PLCS0485', 'PLCS0491', 'PLCS0496', 'PLCS0497', 'PLCS0499', 'PLCS0999']"
paul.simmons@example.com,"['PLCS0001', 'PLCS0271', 'PLCS0280', 'PLCS0668', 'PLCS0278', 'PLCS0671', 'PLCS0277', 'PLCS0274', 'PLCS0273', 'PLCS0675']"
jonathan.allen@example.com,"['PLCS0001', 'PLCS0760', 'PLCS0310', 'PLCS0309', 'PLCS0750', 'PLCS0751', 'PLCS0304', 'PLCS0757', 'PLCS0758', 'PLCS0291']"
david.hampton@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
leah.cole@example.com,"['PLCS0001', 'PLCS0808', 'PLCS0839', 'PLCS0313', 'PLCS0837', 'PLCS0315', 'PLCS0833', 'PLCS0322', 'PLCS0328', 'PLCS0816']"
jonathan.le@example.com,"['PLCS0001', 'PLCS0289', 'PLCS0726', 'PLCS0310', 'PLCS0309', 'PLCS0306', 'PLCS0304', 'PLCS0734', 'PLCS0291', 'PLCS0741']"
mario.anderson@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
jack.dunlap@example.com,"['PLCS0332', 'PLCS0477', 'PLCS0763', 'PLCS0115', 'PLCS0261', 'PLCS0481', 'PLCS0263', 'PLCS0771', 'PLCS0773', 'PLCS0109']"
denise.gaines@example.com,"['PLCS1000', 'PLCS0553', 'PLCS0559', 'PLCS0560', 'PLCS0120', 'PLCS0563', 'PLCS0564', 'PLCS0119', 'PLCS0568', 'PLCS0569']"
robin.mooney@example.com,"['PLCS1000', 'PLCS0872', 'PLCS0156', 'PLCS0147', 'PLCS0762', 'PLCS0288', 'PLCS0509', 'PLCS0294', 'PLCS0119', 'PLCS0117']"
victoria.martin@example.com,"['PLCS1000', 'PLCS0553', 'PLCS0559', 'PLCS0560', 'PLCS0120', 'PLCS0563', 'PLCS0564', 'PLCS0119', 'PLCS0568', 'PLCS0569']"
bill.martinez@example.com,"['PLCS0350', 'PLCS0588', 'PLCS0574', 'PLCS0849', 'PLCS0848', 'PLCS0120', 'PLCS0846', 'PLCS0576', 'PLCS0841', 'PLCS0839']"
theodore.clay@example.com,"['PLCS1000', 'PLCS0756', 'PLCS0761', 'PLCS0291', 'PLCS0289', 'PLCS0284', 'PLCS0282', 'PLCS0771', 'PLCS0281', 'PLCS0773']"
margaret.smith@example.com,"['PLCS0001', 'PLCS0508', 'PLCS0198', 'PLCS0626', 'PLCS0801', 'PLCS0187', 'PLCS0181', 'PLCS0180', 'PLCS0937', 'PLCS0178']"
hunter.jones@example.com,"['PLCS0289', 'PLCS0642', 'PLCS0641', 'PLCS0685', 'PLCS0449', 'PLCS0739', 'PLCS0948', 'PLCS0868', 'PLCS0950', 'PLCS0632']"
john.hayes@example.com,"['PLCS1000', 'PLCS0472', 'PLCS0477', 'PLCS0481', 'PLCS0485', 'PLCS0491', 'PLCS0496', 'PLCS0497', 'PLCS0499', 'PLCS0999']"
michael.cruz@example.com,"['PLCS1000', 'PLCS0446', 'PLCS0463', 'PLCS0462', 'PLCS0459', 'PLCS0456', 'PLCS0455', 'PLCS0452', 'PLCS0449', 'PLCS0447']"
